,NPD_FIELD_CODE,NPD_FACILITY_CODE,ON_STREAM_HRS,AVG_DOWNHOLE_PRESSURE,AVG_DOWNHOLE_TEMPERATURE,AVG_DP_TUBING,AVG_CHOKE_SIZE_P,AVG_WHP_P,AVG_WHT_P,DP_CHOKE_SIZE
2986,0.0,0.0,0.96,0.0,0.0,0.1339226603344134,0.6523793145833333,0.30891604265148986,0.9769816412531382,0.07863569903614458
2987,0.0,0.0,0.96,0.0,0.0,0.1334261285930789,0.6548340854166667,0.307770705333661,0.9756054372171828,0.07637239654608673
2988,0.0,0.0,0.96,0.0,0.0,0.13357604932841327,0.6543784833333334,0.3081165237347834,0.9748739974665416,0.07745859784684084
2989,0.0,0.0,0.92,0.0,0.0,0.1338733886677509,0.654271197826087,0.3088023889334243,0.9633733011907061,0.07816585241929652
2990,0.0,0.0,0.96,0.0,0.0,0.13331026808550275,0.6794794166666667,0.30750345280589136,0.96936937188232,0.07665892347313473
2991,0.0,0.0,0.96,0.0,0.0,0.1343634182085832,0.6798762375,0.3099327277883891,0.9754563816400966,0.07930843599830567
2992,0.0,0.0,0.96,0.0,0.0,0.13505376150238013,0.6785714625,0.3115251253547026,0.96596627150983,0.08120743116699547
2993,0.0,0.0,0.96,0.0,0.0,0.12936573933562087,0.6495936145833333,0.29840470724262524,0.9216841148967521,0.07806742228011104
2994,0.0,0.0,0.96,0.0,0.0,0.1350266157794668,0.6792703104166666,0.3114625089963033,0.9650557409553226,0.0812887970364448
2995,0.0,0.0,0.96,0.0,0.0,0.13533559159437603,0.6791788729166668,0.31217521576137525,0.9597089628087875,0.08212021029840376
2996,0.0,0.0,0.96,0.0,0.0,0.1352222840182622,0.6793069479166667,0.3119138520165981,0.964565432478631,0.08186061898498148
2997,0.0,0.0,0.96,0.0,0.0,0.13542114370478175,0.6799880875,0.3123725566693368,0.953573009761212,0.08220774780186438
2998,0.0,0.0,0.92,0.0,0.0,0.13947352908303018,0.60782438125,0.321720092412887,0.9395925325256976,0.09288326789844562
2999,0.0,0.0,0.96,0.0,0.0,0.1320118112665061,0.6857194937500001,0.30450833501867985,0.9687904027074514,0.07373194254075469
3000,0.0,0.0,0.96,0.0,0.0,0.13082137824382772,0.6969905249999999,0.30176239301387514,0.9762884398460377,0.07067562584497844
3001,0.0,0.0,0.96,0.0,0.0,0.13050110081004046,0.69932024375,0.3010236170879111,0.9765612149162881,0.06949002423590774
3002,0.0,0.0,0.96,0.0,0.0,0.1306228809826371,0.69922836875,0.3013045243585554,0.9799311435552651,0.07000115369441229
3003,0.0,0.0,0.96,0.0,0.0,0.13177145486646208,0.6988658708333334,0.3039539109373321,0.9735274216087871,0.07295205579294108
3004,0.0,0.0,0.96,0.0,0.0,0.1314456529130056,0.6999482104166667,0.30320239174036734,0.974970357483611,0.07194189005598399
3005,0.0,0.0,0.96,0.0,0.0,0.13074263920339863,0.7003201395833334,0.3015807676435996,0.9786468032778716,0.07018416437868064
3006,0.0,0.0,0.9166668,0.0,0.0,0.13543652716234603,0.6369108936170212,0.31240804130517946,0.9560167096752219,0.08719804368146096
3007,0.0,0.0,0.96,0.0,0.0,0.12814793892517282,0.7721604125,0.295595637570655,0.9734285770168704,0.06578091079930748
3008,0.0,0.0,0.96,0.0,0.0,0.12635377897351738,0.8302098333333333,0.2914570937964707,0.9780413238970069,0.06081550142322547
3009,0.0,0.0,0.96,0.0,0.0,0.12586670432627603,0.8485143291666667,0.2903335709204619,0.9795873730884042,0.0593259791491219
3010,0.0,0.0,0.96,0.0,0.0,0.1259615709649632,0.84929790625,0.2905523974172602,0.9776689756998904,0.059553628018467815
3011,0.0,0.0,0.96,0.0,0.0,0.12597404536852633,0.8493,0.2905811718111793,0.9774399171824639,0.05961828666873075
3012,0.0,0.0,0.96,0.0,0.0,0.12597404536852633,0.8493,0.2905811718111793,0.9774399171824639,0.05961828666873075
3013,0.0,0.0,0.96,0.0,0.0,0.12534259651956128,0.8490000000000001,0.2891246245840557,0.9838563717810359,0.05800698162362992
3014,0.0,0.0,0.96,0.0,0.0,0.12534259651956128,0.8490000000000001,0.2891246245840557,0.9838563717810359,0.05800698162362992
3015,0.0,0.0,0.96,0.0,0.0,0.12534259651956128,0.8490000000000001,0.2891246245840557,0.9838563717810359,0.05800698162362992
